RecievedDate,LossDescription,LossLocation,LloydsClaimReference
2017-12-24 01:12:34.297,LOSS OF 6 RISERS OVERBOARD DUE TO HEAVY WEATHER.,OFFSHORE MADAGASCAR,06207502T
2019-10-02 01:24:59.680,P1 UMBILICAL / PULL-IN WINCH AND WIRE,TBA,07185784J
2019-05-09 01:50:41.907,STORAGE DRUM INCIDENT,TBA,07490504E
2018-08-08 01:20:23.833,PIPELINE SPLIT CAUSING RELEASE OF 300 TO 1200 BBLS,MONTANA,06031136G
2017-09-29 01:16:04.830,MOTOR VEHICLE ACCIDENT,TEXAS USA,06990342N
2017-11-20 01:11:09.847,SEAN ARCEMENT - INJURY TO SEAN ARCEMENT,USA,06357750M
2018-04-17 01:22:26.857,VESSEL-JOHN FORNAH-MEL/CGL CLAIM OF JOHN FORNAH,GULF OF MEXICO,07211348T
2017-10-10 06:15:57.963,FIRE,PETROJARL 1,06519040H
2020-06-04 01:06:06.420,CRACKED IN ONE OF THE LEGS OF THE FLAIRE STACK,KWAME NKRUMAH MV21 FPSO,06333948E
2018-07-24 01:19:24.950,MOTOR VEHICLE ACCIDENT,TBA,07242816B
2018-12-16 01:20:18.733,FIRE,PETROJARL 1,06554316M
2017-12-06 01:13:28.143,DAMAGE TO COATING ON SPIRAL STRAND WIRE SEGMENTNO.,GINA KROG,06579054N
2018-04-06 01:24:25.490,VESSEL-JOHN FORNAH-MEL/CGL CLAIM OF JOHN FORNAH,GULF OF MEXICO,07211348T
2019-12-17 01:22:36.817,XFEES,ALASKA,07241106E
2018-02-14 04:07:31.140,K334 RUPTURED,"ETZEL, GERMANY",06388172A
2017-12-24 01:14:45.267,P1 UMBILICAL/PULL-IN WINCH & WIRE,TBA,06991234K
2018-09-09 01:21:39.007,GEARBOX BROKEN FROM THE SHAFT ON STORAGE DRUM,FPSO LIBRA,07195234C
2017-11-22 01:15:13.083,DAMAGED BOILERS DURING CARGO PROCUREMENT TRANSIT,PETROJARL I,06343782G
2018-01-05 01:23:51.110,THIRD PARTY VEHICLE RAN OFF ROAD THROUGH YARD FENC,"ODESSA, TEXAS",05967658K
2020-03-15 19:41:41.513,SEAN ARCEMENT - INJURY TO SEAN ARCEMENT,USA,06357750M
2018-09-25 01:12:07.850,WELL INCIDENT ON CHEAL B1,NEW ZEALAND,06549246C
2018-12-13 01:10:52.723,P1 UMBILICAL/PULL-IN WINCH & WIRE,TBA,06991234K
2018-11-02 01:12:39.550,PIPELINE RUPTURED CAUSING RELEASE OF APPROX1225BBL,MONTANA,06041902B
2018-12-19 06:02:59.863,THIRD PARTY VEHICLE RAN OFF ROAD THROUGH YARD FENC,"ODESSA, TEXAS",05967658K
2018-05-22 01:12:40.863,PIPELINE SPLIT CAUSING RELEASE OF 300 TO 1200 BBLS,MONTANA,06031136G
2020-05-31 14:19:37.893,SEAN ARCEMENT - INJURY TO SEAN ARCEMENT,USA,06357750M
2020-02-18 01:18:09.590,SEAN ARCEMENT - INJURY TO SEAN ARCEMENT,USA,06357750M
2018-06-15 06:36:12.257,MOTOR VEHICLE ACCIDENT,TBA,07242816B
2018-08-14 01:12:15.423,PIPELINE RUPTURED CAUSING RELEASE OF APPROX1225BBL,MONTANA,06041902B
2020-01-19 21:08:23.667,GA DECLARED SECURITY ISSUE THEN WITHDRAWN,NULL,08282810V
2019-01-24 01:23:19.543,GEARBOX BROKEN FROM THE SHAFT ON STORAGE DRUM,FPSO LIBRA,07195234C
2018-08-19 01:15:24.707,PIPELINE RUPTURED CAUSING RELEASE OF APPROX1225BBL,MONTANA,06041902B
2018-06-08 01:26:05.737,P1 UMBILICAL/PULL-IN WINCH & WIRE,TBA,06991234K
2018-05-14 01:25:19.817,ISSUE WITH TURRENT BEARING,KWAME NKRUMAH MV21 FPSO,06497154P
2017-11-23 10:28:17.953,GEARBOX BROKEN FROM THE SHAFT ON STORAGE DRUM,FPSO LIBRA,07195234C
2017-10-04 01:34:03.980,K334 RUPTURED,"ETZEL, GERMANY",06388172A
2017-12-24 01:14:43.703,P1 UMBILICAL/PULL-IN WINCH & WIRE,TBA,06987456A
2019-10-18 01:06:24.657,12 PIPELINE RUPTURED CAUSING SPILL OF CRUDE,MONTANA,06031136G
2019-09-25 01:25:01.247,XFEES,ALASKA,07241106E
2018-06-15 06:35:25.693,MOTOR VEHICLE ACCIDENT,TEXAS USA,06990342N
2019-05-16 01:11:56.197,8 METERS CONDENSATE EXPORT PIPELINE HAS BEENDRAGGE,PAILIN,06329074T
2019-09-27 01:28:56.627,SEAN ARCEMENT - INJURY TO SEAN ARCEMENT,USA,06357750M
2018-03-09 01:31:04.287,GEARBOX BROKEN FROM THE SHAFT ON STORAGE DRUM,FPSO LIBRA,07195234C
2017-09-24 13:17:45.620,PIPELINE SPLIT CAUSING RELEASE OF 300 TO 1200 BBLS,MONTANA,06520336J
2019-07-21 01:21:27.727,COLLISION BY WRONG-WAY VEHICLE.,TBA,06054644N
2017-10-29 01:11:49.317,K334 RUPTURED,"ETZEL, GERMANY",06388172A
2019-07-15 03:20:10.283,SEAN ARCEMENT - INJURY TO SEAN ARCEMENT,USA,06357750M
2018-11-07 01:11:01.120,8 METERS CONDENSATE EXPORT PIPELINE HAS BEENDRAGGE,PAILIN,06329074T
2017-12-29 01:15:04.813,TBA,TBA,06336750M
2019-11-07 01:41:42.417,WATER INJECTION RISER DAMAGE,JUBILEE FPSO,06234344E
2019-03-27 06:28:31.823,DUE TO ROUGH WEATHER A BARGE COLLIDED WITH PILES A,TBA,07490612A
2018-03-12 06:53:31.807,LOSS IN RESPECT OF INSTALLATION OF SUBSEAUMBILICAL,GULF OF MEXICO.,06662948E
2018-06-21 01:11:36.983,BLOCK,NULL,07181868F
2019-12-06 01:28:29.190,DRIFTED MATERIAL BARGE DUE TO BAD WEATHER.,KUWAIT,07947480C
2018-01-16 01:16:19.047,SUB SEA PIPELINES 1 AND 2 WERE DAMAGED AND FOUNDOU,UHTA,06737606A
2018-10-30 08:11:59.007,LEAKAGE IN THE GARN WEST RISER,"DRAUGEN FIELD, NORWEGIAN SEA",07024348J
